C00006079 38642-54-5 Isomollupentin || 6-C-Arabinosylapigenin || 6-alpha-L-Arabinopyranosyl-5,7-dihydroxy-2-(4-hydroxyphenyl)-4H-1-benzopyran-4-one C20H18O9 402.09508217 
C00006080 38642-55-6 Mollupentin || Apigenin-8-C-alpha-L-arabinopyranoside || 8-alpha-L-Arabinopyranosyl-5,7-dihydroxy-2-(4-hydroxyphenyl)-4H-1-benzopyran-4-one C20H18O9 402.09508217 
C00006083 3681-96-7 Bayin || 8-beta-D-Glucopyranosyl-4',7-dihydroxyflavone C21H20O9 416.11073224 
C00006085  3'-Deoxyderhamnosylmaysin C21H18O9 414.09508217 
C00006087  Vitexin 7-O-sulfate C21H20O13S 512.06246146 
C00006088  Isovitexin 7-O-sulfate C21H20O13S 512.06246146 
C00006089 112494-34-5 6-C-Glucopyranosyldihydrokaempferol || Aromadendrin 6-C-glucoside || (2R,3R)-6-beta-D-Glucopyranosyl-2,3-dihydro-3,5,7-trihydroxy-2-(4-hydroxyphenyl)-4H-1-benzopyran-4-one C21H22O11 450.11621155 
C00006090 28225-10-7 6-C-Glucopyranosylkaempferol || 6-beta-D-Glucopyranosyl-3,5,7,4'-tetrahydroxyflavone || 6-beta-D-Glucopyranosyl-3,5,7-trihydroxy-2-(4-hydroxyphenyl)-4H-1-benzopyran-4-one C21H20O11 448.10056148 
C00006091 3682-03-9 Hemiphloin || 6-C-Glucosylnaringenin || (S)-6-beta-D-Glucopyranosyl-4',5,7-trihydroxyflavanone || (2S)-6-beta-D-Glucopyranosyl-2,3-dihydro-5,7-dihydroxy-2-(4-hydroxyphenyl)-4H-1-benzopyran-4-one C21H22O10 434.12129692 
C00006092 3682-02-8 Isohemiphloin || (S)-8-beta-D-Glucopyranosyl-4',5,7-trihydroxyflavanone || (2S)-8-beta-D-Glucopyranosyl-2,3-dihydro-5,7-dihydroxy-2-(4-hydroxyphenyl)-4H-1-benzopyran-4-one C21H22O10 434.12129692 
C00006094 3681-99-0 Puerarin || Kakonein C21H20O9 416.11073224 
C00006097 35013-07-1 8-C-beta-D-Galactopyranosylapigenin C21H20O10 432.10564686 
C00006098 40789-19-3 Isofurcatain || 6-C-alpha-L-Rhamnosylapigenin || 6-(6-Deoxy-alpha-L-mannopyranosyl)-5,7-dihydroxy-2-(4-hydroxyphenyl)-4H-1-benzopyran-4-one C21H20O9 416.11073224 
C00006099 70116-01-7 6-C-beta-D-Galactosylapigenin C21H20O10 432.10564686 
C00006100 124961-70-2 Torosaflavone A C21H20O8 400.11581762 
C00006101 92633-64-2 Isomolludistin || 6-alpha-L-Arabinopyranosyl-5-hydroxy-2-(4-hydroxyphenyl)-7-methoxy-4H-1-benzopyran-4-one C21H20O9 416.11073224 
C00006102 66274-25-7 Molludistin || 8-alpha-L-Arabinopyranosyl-5-hydroxy-2-(4-hydroxyphenyl)-7-methoxy-4H-1-benzopyran-4-one C21H20O9 416.11073224 
C00006103 82014-23-1 6-C-Galactosylisoscutellarein || 6-beta-D-Galactopyranosyl-5,7,8-trihydroxy-2-(4-hydroxyphenyl)-4H-1-benzopyran-4-one C21H20O11 448.10056148 
C00006109 108351-24-2 8-C-Glucosyl-5-deoxykaempferol || 8-beta-D-Glucopyranosyl-3,7-dihydroxy-2-(4-hydroxyphenyl)-4H-1-benzopyran-4-one C21H20O10 432.10564686 
C00006112 75775-37-0 Aervanone || (2S)-8-beta-D-Galactopyranosyl-2,3-dihydro-7-hydroxy-2-(4-hydroxyphenyl)-4H-1-benzopyran-4-one C21H22O9 418.1263823 
C00006114 64052-96-6 3'-C-Glucosylisoliquiritigenin C21H22O9 418.1263823 
C00006115 87441-88-1 Coatline A C21H24O10 436.13694699 
C00006117 81861-73-6 Pterosupin C21H24O10 436.13694699 
C00006118 66026-80-0 Genistein 8-C-glucoside C21H20O10 432.10564686 
C00006125 6991-10-2 Swertisin || 6-beta-D-Glucopyranosyl-4',5-dihydroxy-7-methoxyflavone || 7-O-Methylapigenin 6-C-beta-D-glucopyranoside || Flavocommelitin || 6-beta-D-Glucopyranosyl-5-hydroxy-2-(4-hydroxyphenyl)-7-methoxy-4H-1-benzopyran-4-one C22H22O10 446.12129692 
C00006126 62003-55-8 Keyakinol || (2R,3R)-6-beta-D-Glucopyranosyl-2,3-dihydro-3,5-dihydroxy-2-(4-hydroxyphenyl)-7-methoxy-4H-1-benzopyran-4-one C22H24O11 464.13186161 
C00006127 4328-19-2 Isocytisoside || Acacetin-6-C-glucoside || 6-beta-D-Glucopyranosyl-5,7-dihydroxy-4'-methoxyflavone || 6-beta-D-Glucopyranosyl-5,7-dihydroxy-2-(4-methoxyphenyl)-4H-1-benzopyran-4-one C22H22O10 446.12129692 
C00006129 6980-40-1 Isoswertisin || 7-O-Methylvitexin || Isoflavocommelitin || 8-beta-D-Glucopyranosyl-5-hydroxy-2-(4-hydroxyphenyl)-7-methoxy-4H-1-benzopyran-4-one C22H22O10 446.12129692 
C00006130 2326-34-3 Cytisoside || Trematin || 8-beta-D-Glucopyranosyl-5,7-dihydroxy-2-(4-methoxyphenyl)-4H-1-benzopyran-4-one C22H22O10 446.12129692 
C00006131 10515-26-1 Keyakinin || 6-beta-D-Glucopyranosyl-3,4',5-trihydroxy-7-methoxyflavone || 6-beta-D-Glucopyranosyl-3,5-dihydroxy-2-(4-hydroxyphenyl)-7-methoxy-4H-1-benzopyran-4-one C22H22O11 462.11621155 
C00006133 106132-81-4 8-C-Rhamnosylgenkwanin C22H22O9 430.1263823 
C00006134  7,4'-Di-O-Methylisomollupentin C22H22O9 430.1263823 
C00006139 52448-12-1 Prunetin 8-C-glucoside C22H22O10 446.12129692 
C00006146 124903-94-2 Puerarin 6''-acetate C23H22O10 458.12129692 
C00006147 106132-79-0 7-Hydroxy-5,4'-dimethoxyflavone 8-C-rhamnoside || 8-(6-Deoxy-alpha-L-mannopyranosyl)-7-hydroxy-5-methoxy-2-(4-methoxyphenyl)-4H-1-benzopyran-4-one C23H24O9 444.14203237 
C00006148 20943-11-7 Isoembigenin || 8-beta-D-Glucopyranosyl-5-hydroxy-7-methoxy-2-(4-methoxyphenyl)-4H-1-benzopyran-4-one C23H24O10 460.13694699 
C00006149 120727-05-1 Swertisin 8-methyl ether || Precatorin I || 6-beta-D-Glucopyranosyl-5-hydroxy-2-(4-hydroxyphenyl)-7,8-dimethoxy-4H-1-benzopyran-4-one C23H24O11 476.13186161 
C00006150 120727-02-8 Abrusin || 8-C-Glucosyl-6,7-di-O-methyl-scutellarein || 8-beta-D-Glucopyranosyl-5-hydroxy-2-(4-hydroxyphenyl)-6,7-dimethoxy-4H-1-benzopyran-4-one C23H24O11 476.13186161 
C00006153 56317-19-2 Isovolubilin C23H24O9 444.14203237 
C00006154 56312-87-9 Volubilin C23H24O9 444.14203237 
C00006155 58930-58-8 Volubilinin C23H24O11 476.13186161 
C00006156 75440-77-6 Apigenin 8-C-(6''-acetylgalactoside) C23H22O11 474.11621155 
C00006164 24562-39-8 Puerarin 4',6''-diacetate C25H24O11 500.13186161 
C00006166 85700-46-5 6-C-beta-D-Xylopyranosyl-8-C-alpha-L-arabinopyranosylapigenin C25H26O13 534.13734092 
C00006172 11054-09-4 Kachimoside || Cachimoside || Vitexin 6''-O-xyloside C26H28O14 564.14790561 
C00006173 54951-90-5 Isovitexin 7-O-xyloside C26H28O14 564.14790561 
C00006174 103654-50-8 Mirificin C26H28O13 548.15299098 
C00006175 114240-18-5 Pueraria glycoside 2 || Puerarin 6''-O-xyloside C26H28O13 548.15299098 
C00006176 35927-38-9 Vicenin 1 C26H28O14 564.14790561 
C00006177 51938-32-0 Schaftoside || Shaftoside C26H28O14 564.14790561 
C00006183 65634-13-1 Isocorymboside C26H28O14 564.14790561 
C00006185 117065-26-6 Neocorymboside C26H28O14 564.14790561 
C00006186 70521-81-2 Almeidein C26H28O13 548.15299098 
C00006191 101843-07-6 Molludistin 2''-O-xyloside C26H28O13 548.15299098 
C00006193 114240-17-4 8-C-Glucopyranosylgenistein 6''-O-apioside || Genistein 8-C-apiosyl-(1->6)-glucopyranoside C26H28O14 564.14790561 
C00006196 155346-48-8 Vitexin 2''-O-alpha-D-arabinofuranoside C26H28O14 564.14790561 
C00006197 142759-73-7 6-C-Xylopyranosyl-8-C-galactopyranosylapigenin C26H28O14 564.14790561 
C00006198 142759-71-5 6-C-Galactopyranosyl-8-C-xylopyranosylapigenin C26H28O14 564.14790561 
C00006199 105594-08-9 Sophoraflavone A C27H30O13 562.16864105 
C00006214 85986-96-5 Vitexin 4'-O-galactoside C27H30O15 594.15847029 
C00006215 35109-95-6 Vitexin 7-O-glucoside C27H30O15 594.15847029 
C00006216 38950-94-6 Vitexin 4'-O-glucoside C27H30O15 594.15847029 
C00006217 64820-99-1 Vitexin 2''-O-rhamnoside C27H30O14 578.16355567 
C00006218 54302-43-1 Abietin || Vitexin 6''-O-rhamnoside C27H30O14 578.16355567 
C00006219 101977-24-6 Isovitexin 2''-O-galactoside C27H30O15 594.15847029 
C00006220 72059-32-6 Neosaponarin C27H30O15 594.15847029 
C00006221 72036-50-1 Isovitexin 2''-O-rhamnoside C27H30O14 578.16355567 
C00006222 90706-62-0 Isovitexin 7-O-rhamnoside C27H30O14 578.16355567 
C00006223 60767-80-8 Meloside A || Isovitexin 2''-O-glucoside C27H30O15 594.15847029 
C00006224 20310-89-8 Saponarin C27H30O15 594.15847029 
C00006225 117715-06-7 Swertisin 2''-O-arabinoside C27H30O14 578.16355567 
C00006226 89613-14-9 Isoswertisin 2''-O-xyloside C27H30O14 578.16355567 
C00006228 117047-08-2 Puerarin 4'-O-glucoside C27H30O14 578.16355567 
C00006229 23666-13-9 Vicenin 2 || Apigenin 6,8-di-C-glucoside || Vicenin-2 C27H30O15 594.15847029 
C00006230 40581-17-7 Violanthin C27H30O14 578.16355567 
C00006232 90456-55-6 3,6-Di-C-glucosylapigenin C27H30O15 594.15847029 
C00006233 97218-31-0 3,8-Di-C-glucopyranosylapigenin C27H30O15 594.15847029 
C00006234 82043-11-6 6,8-Di-C-galactopyranosylapigenin C27H30O15 594.15847029 
C00006235 90898-93-4 6-C-Glucopyranosyl-8-C-galactopyranosylapigenin C27H30O15 594.15847029 
C00006236 40788-84-9 Isoviolanthin C27H30O14 578.16355567 
C00006237 101843-08-7 6-C-Glucopyranosyl-8-C-arabinopyranosylgenkwanin C27H30O14 578.16355567 
C00006238 77390-43-3 5-Hydroxy-7,4'-dimethoxyflavone 6,8-di-C-arabinopyranoside C27H30O13 562.16864105 
C00006246 85532-77-0 Safflor yellow A C27H30O15 594.15847029 
C00006247 83463-97-2 Isofurcatain 7-O-glucoside C27H30O14 578.16355567 
C00006248 70521-83-4 Isomolludistin 2''-O-glucoside C27H30O14 578.16355567 
C00006249 70521-82-3 Molludistin 2''-O-glucoside C27H30O14 578.16355567 
C00006250 66274-23-5 Molludistin 2''-O-rhamnoside C27H30O13 562.16864105 
C00006251 155474-80-9 Swertisin 2''-O-xyloside C27H30O14 578.16355567 
C00006257 67308-38-7 2''-(4'''-Hydroxybenzoyl)-isoorientin C28H24O13 568.12169086 
C00006258 10576-90-6 Vitexin 2''-p-hydroxybenzoate C28H24O12 552.12677623 
C00006263 16049-42-6 Flavocommelin ||  Flavocommelitin 4'-beta-D-glucopyranoside || Swertisin 4'-beta-D-glucopyranoside C28H32O15 608.17412036 
C00006264 83889-78-5 Swertisin 2''-O-rhamnoside C28H32O14 592.17920573 
C00006265 108657-24-5 Zivulgarin C28H32O15 608.17412036 
C00006266 113919-56-5 Fagovatin C28H32O14 592.17920573 
C00006267 68027-86-1 Flavocummelin || Swertisin 4'-O-rhamnoside C28H32O14 592.17920573 
C00006268 72063-39-9 Spinosin C28H32O15 608.17412036 
C00006269  Isocytisoside 2''-O-glucoside C28H32O15 608.17412036 
C00006270 61252-87-7 Isocytisoside 7-O-glucoside C28H32O15 608.17412036 
C00006271 64271-11-0 Isomargaritene C28H32O14 592.17920573 
C00006275 89701-83-7 Isoswertisin 2''-O-glucoside C28H32O15 608.17412036 
C00006276 35480-14-9 Isoswertisin 4'-O-glucoside C28H32O15 608.17412036 
C00006277 73051-76-0 Isoswertisin 5-O-glucoside C28H32O15 608.17412036 
C00006278 64821-00-7 Isoswertisin 2''-O-rhamnoside C28H32O14 592.17920573 
C00006279 18456-23-0 Cytisoside 7-O-glucoside C28H32O15 608.17412036 
C00006280 64271-10-9 Margaritene C28H32O14 592.17920573 
C00006283 128397-01-3 6,8-Di-C-glucopyranosylgenkwanin C28H32O15 608.17412036 
C00006286 98891-91-9 3,6-Di-C-glucopyranosylacacetin C28H32O15 608.17412036 
C00006290 73051-75-9 Swertisin 5-O-glucoside C28H32O15 608.17412036 
C00006291 77390-44-4 Isomollupentin 7,4'-dimethyl ether 2''-O-glucoside C28H32O14 592.17920573 
C00006292 120727-04-0 Abrusin 2''-O-beta-apiofuranoside C28H32O15 608.17412036 
C00006293 80537-98-0 Vitexin 2''-O-rhamnoside-4'''-acetate C29H32O15 620.17412036 
C00006294 52589-13-6 Embinin C29H34O14 606.1948558 
C00006296 88721-10-2 Embinoidin C29H34O15 622.18977042 
C00006298 73328-49-1 Isoorientin 2''-O-(E)-p-coumarate C30H26O13 594.13734092 
C00006301 59282-55-2 Vitexin 2''-O-p-coumarate C30H26O12 578.1424263 
C00006303 64763-03-7 Vitexin 2''-O-(E)-ferulate C31H28O13 608.15299098 
C00006304 94805-88-6 Embigenin 2''-(2'''-acetylrhamnoside) C31H36O15 648.20542048 
C00006305 89708-28-1 Isomollupentin 7-O-glucoside-2''-O-xyloside C31H36O18 696.19016435 
C00006306 89648-71-5 Isomollupentin 7-O-glucoside-2''-O-arabinoside C31H36O18 696.19016435 
C00006308 84842-16-0 Isovitexin 7-O-xyloside-2''-O-glucoside C32H38O19 726.20072904 
C00006309 102506-63-8 Isovitexin 7-O-xyloside-2''-O-rhamnoside C32H38O18 710.20581441 
C00006310 94530-41-3 Schaftoside 6''-O-glucoside C32H38O19 726.20072904 
C00006311 72277-61-3 Isomollupentin 7,2''-di-O-glucoside C32H38O19 726.20072904 
C00006318 66761-06-6 Marginatoside C33H40O20 756.21129372 
C00006319 87440-81-1 Vitexin 4'-O-glucoside-2''-O-rhamnoside C33H40O19 740.2163791 
C00006320 84924-39-0 Isovitexin 7-O-glucoside-2''-O-rhamnoside C33H40O19 740.2163791 
C00006321 72021-35-3 Isovitexin 7-O-galactoside-2''-O-glucoside C33H40O20 756.21129372 
C00006322 83213-36-9 Isovitexin 7,2''-di-O-glucoside C33H40O20 756.21129372 
C00006323 67308-39-8 Isorientin 4'-O-glucoside 2''-O-p-hydroxybenzoate C34H34O18 730.17451429 
C00006325 93446-17-4 Vitexin 7-O-glucoside 2''-p-coumarate C36H36O17 740.19524973 
C00006332 64763-02-6 Isovitexin 4'-O-glucoside 2''-O-(E)-ferulate C37H38O18 770.20581441 
C00006333 77690-93-8 Spinosin 6'''-(E)-p-coumarate || Swertisin 6'''-O-p-coumaroyl 2''-O-glucoside C37H38O17 754.21089979 
C00006334 99445-33-7 Isoscoparin 2''-(6-(E)-p-coumaroylglucoside) C37H38O18 770.20581441 
C00006335 77690-92-7 Spinosin 6'''-(E)-ferulate C38H40O18 784.22146448 
C00006337 77690-91-6 Spinosin 6'''-(E)-sinapoyl ester || Swertisin 6'''-O-sinapoyl 2''-O-glucoside C39H42O19 814.23202916 
C00006339 36338-96-2 Carthamin C43H42O22 910.21677303 
C00006340 91574-92-4 Safflor yellow B C48H54O27 1062.28524652 
C00006342 151922-19-9 Isoschaftoside 4'-O-glucoside C32H38O19 726.20072904 
C00006343 151922-20-2 Schaftoside 4'-O-glucoside C32H38O19 726.20072904 
C00006346 155474-81-0 Apigenin 8-C-[xylosyl-(1->2)-galactoside] C26H28O14 564.14790561 
C00006347 156998-79-7 6'''-(3-Hydroxy-3-methylglutaroyl)isoviolanthin C33H38O18 722.20581441 
C00006348 150697-53-3 3,6,8-Tri-C-xylosylapigenin C30H34O17 666.17959966 
C00006349 154639-29-9 Vitexin 6''-(3-hydroxy-3-methylglutarate) C27H28O14 576.14790561 
C00006350 147879-67-2 8-C-Glucopyranosylgenistein 4'-O-glucoside C27H30O15 594.15847029 
C00006351 146177-28-8 Mollupentin 2''-O-rhamnoside C26H28O13 548.15299098 
C00006353 83668-89-7 Isoswertisin 4'-O-rhamnoside C28H32O14 592.17920573 
C00006361 29774-67-2 Neovitexin C21H20O10 432.10564686 
C00006363 92117-94-7 4'-O-Methylpuerarin || Puerarin 4'-methyl ether C22H22O9 430.1263823 
C00006369 264142-91-8 Vitexin 2''-acetate C23H22O11 474.11621155 
C00006370 21089-34-9 Embigenin || 6-beta-D-Glucopyranosyl-5-hydroxy-7-methoxy-2-(4-methoxyphenyl)-4H-1-benzopyran-4-one C23H24O10 460.13694699 
C00006372 73140-47-3 6,8-Di-C-alpha-L-arabinopyranosylapigenin C25H26O13 534.13734092 
C00006375 107911-03-5 6,8-Di-C-beta-D-arabinopyranosylapigenin C25H26O13 534.13734092 
C00006377 28759-40-2 Vitexin 4'-O-xyloside C26H28O14 564.14790561 
C00006378 53609-37-3 Isovitexin 2''-O-xyloside C26H28O14 564.14790561 
C00006380 59914-91-9 Vicenin 3 C26H28O14 564.14790561 
C00006381 52012-29-0 Isoschaftoside || Apigenin 6-C-alpha-L-arabinopyranoside-8-C-beta-D-glucopyranoside || Isoshaftoside C26H28O14 564.14790561 
C00006382 61328-41-4 Neoschaftoside C26H28O14 564.14790561 
C00006383 71976-87-9 Neoisoschaftoside C26H28O14 564.14790561 
C00006384 97673-60-4 Isomollupentin 7-O-glucoside C26H28O14 564.14790561 
C00006385 97641-05-9 Isomollupentin 4'-O-glucoside C26H28O14 564.14790561 
C00006386 97641-06-0 Isomollupentin 2''-O-glucoside C26H28O14 564.14790561 
C00006388 83161-44-8 Cerarvensin 7-O-glucoside C26H28O14 564.14790561 
C00006389 33569-09-4 Cerarvensin 2''-O-rhamnoside C26H28O13 548.15299098 
C00006392 61360-94-9 Flavosativaside || Vitexin 2''-O-glucoside C27H30O15 594.15847029 
C00006393 19416-87-6 Isosaponarin C27H30O15 594.15847029 
C00006394 74158-04-6 3'-Deoxymaysin || Apimaysin || 2,6-Anhydro-1-deoxy-5-O-(6-deoxy-alpha-L-mannopyranosyl)-6-C-[5,7-dihydroxy-2-(4-hydroxyphenyl)-4-oxo-4H-1-benzopyran-6-yl]-xylo-3-hexulose C27H28O13 560.15299098 
C00006395 13263-81-5 Vitexin 4''-O-rhamnoside C27H30O14 578.16355567 
C00006396 34524-53-3 6,8-Di-C-rhamnosylapigenin C27H30O13 562.16864105 
C00006398 81426-09-7 6,8-Di-C-glucopyranosylnaringenin C27H32O15 596.17412036 
C00006400  6-C-Glucopyranosyl-8-C-galactopyranosylgenkwanin C28H32O15 608.17412036 
C00006401 28329-82-0 Cratenacin C29H32O15 620.17412036 
C00006402 140242-24-6 Vitexin 2''-O-rhamnoside 6''-acetate C29H32O15 620.17412036 
C00006404 61527-72-8 Vitexin 7-O-rutinoside C33H40O19 740.2163791 
C00006405 61360-93-8 Polygonatiin || Vitexin 2''-O-sophoroside C33H40O20 756.21129372 
C00006406 72050-96-5 Isovitexin 7-O-galactoside-2''-O-rhamnoside C33H40O19 740.2163791 
C00006407 63316-27-8 Isovitexin 4',2''-di-O-glucoside C33H40O20 756.21129372 
C00006408 94530-40-2 Vicenin-2,6''-O-glucoside C33H40O20 756.21129372 
C00006409 128197-78-4 6,8-Di-C-glucosylgenkwanin 2'''-O-xyloside C33H40O19 740.2163791 
C00006413 80754-94-5 Isoschaftoside 2'''-ferulate C36H36O17 740.19524973 
C00006415 134044-97-6 Aciculatin C22H22O8 414.13146768 
C00006418 126093-98-9 Safflomin C C30H30O14 614.16355567 
C00006419 77782-91-3 Occidentoside C36H32O15 704.17412036 
C00006420 69618-96-8 Chamaejasmin C30H22O10 542.12129692 
C00006421 90411-12-4 Neochamaejasmin B C30H22O10 542.12129692 
C00006422 90411-13-5 Neochamaejasmin A C30H22O10 542.12129692 
C00006423 88943-01-5 7-Methylchamaejasmin C31H24O10 556.13694699 
C00006424 159813-69-1 Sikokianin C C31H24O10 556.13694699 
C00006425 106235-33-0 Sikokianin B C31H24O10 556.13694699 
C00006426 106293-99-6 Sikokianin A || (+)-Sikokianin A C31H24O10 556.13694699 
C00006427 89618-14-4 Chamaejasmenin A C32H26O10 570.15259705 
C00006428 89595-71-1 Chamaejasmenin B C32H26O10 570.15259705 
C00006429 89595-70-0 Chamaejasmenin C || Ruixianglangdusu A C33H28O10 584.16824712 
C00006430 129502-54-1 Ormocarpin C42H42O20 866.22694379 
C00006431 101140-06-1 3,8''-Biapigenin C30H18O10 538.0899968 
C00006432 27542-37-6 Volkensiflavone C30H20O10 540.10564686 
C00006433 171828-73-2 Garcinianin C30H20O11 556.10056148 
C00006434 30430-51-4 Spicatiside C36H30O15 702.15847029 
C00006435 16851-21-1 Fukugetin || Morelloflavone || (+)-Morelloflavone C30H20O11 556.10056148 
C00006436 22004-55-3 3'''-O-Methylfukugetin C31H22O11 570.11621155 
C00006437 29082-55-1 Fukugeside C36H30O16 718.15338491 
C00006438 119459-71-1 I-5,II-5,I-7,II-7,I-3',I-4',II-4'-Heptahydroxy-[I-3,II-8]flavanonylflavone C30H20O11 556.10056148 
C00006439 19360-72-6 GB1a C30H22O10 542.12129692 
C00006440 56663-56-0 GB1a-7''-O-glucoside C36H32O15 704.17412036 
C00006441 14736-58-4 GB1 C30H22O11 558.11621155 
C00006442 18412-96-9 GB-2a || (-)-GB-2a C30H22O11 558.11621155 
C00006443 18913-18-3 GB2 C30H22O12 574.11112617 
C00006444 31654-49-6 Xanthochymusside C36H32O17 736.1639496 
C00006446 27090-22-8 Taiwaniaflavone C30H18O10 538.0899968 
C00006447 77670-38-3 Taiwaniaflavone 7''-O-methyl ether C31H20O10 552.10564686 
C00006448 77670-39-4 Taiwaniaflavone 4',7''-dimethyl ether C32H22O10 566.12129692 
C00006449 159194-98-6 Lanceolatin A(biflavonoid) C30H20O10 540.10564686 
C00006450 159194-99-7 Lanceolatin B C31H22O10 554.12129692 
C00006451 57291-00-6 Succedaneaflavanone C30H22O10 542.12129692 
C00006452 28570-46-9 7-O-Methylagathisflavone C31H20O10 552.10564686 
C00006453 41679-06-5 7,7''-Di-O-methylagathisflavone C32H22O10 566.12129692 
C00006454 28441-99-8 7,4'''-Di-O-Methylagathisflavone C32H22O10 566.12129692 
C00006455 67913-17-1 7,7'',4'''-Tri-O-methylagathisflavone C33H24O10 580.13694699 
C00006456 67882-18-2 Agathisflavone tetramethyl ether C34H26O10 594.15259705 
C00006457 53497-36-2 Rhusflavone C30H20O10 540.10564686 
C00006458 53060-72-3 Rhusflavanone C30H22O10 542.12129692 
C00006459 41679-04-3 7-O-Methylcupressuflavone C31H20O10 552.10564686 
C00006460 69389-66-8 4'-O-Methylcupressuflavone C31H20O10 552.10564686 
C00006461 26505-90-8 7,7''-Di-O-methylcupressuflavone C32H22O10 566.12129692 
C00006462 74336-91-7 4',4'''-Di-O-methylcupressuflavone C32H22O10 566.12129692 
C00006463 63043-60-7 Cupressuflavone 7,4',7''-trimethyl ether C33H24O10 580.13694699 
C00006464 13738-92-6 Cupressuflavone tetramethyl ether C34H26O10 594.15259705 
C00006466 43043-20-5 Mesuaferrone B C30H20O10 540.10564686 
C00006467 66964-25-8 Neorhusflavanone C30H22O10 542.12129692 
C00006469 100288-22-0 Hegoflavone A C30H20O11 556.10056148 
C00006475 129472-88-4 5'-Hydroxyrobustaflavone C30H18O11 554.08491142 
C00006477 136638-91-0 Robustaflavone 7''-methyl ether C31H20O10 552.10564686 
C00006478 90850-93-4 Abiesin C33H24O10 580.13694699 
C00006480 122475-60-9 2,3-Dihydro-5'-hydroxyrobustaflavone C30H20O11 556.10056148 
C00006481 64819-66-5 Tetrahydrorobustaflavone C30H22O10 542.12129692 
C00006483 114865-39-3 5'-Hydroxyamentoflavone C30H18O11 554.08491142 
C00006484 114312-08-2 Sumaflavone C30H18O11 554.08491142 
C00006487 21763-71-3 Sequoiaflavone C31H20O10 552.10564686 
C00006488 521-32-4 Bilobetin C31H20O10 552.10564686 
C00006489 2608-21-1 Sotetsuflavone C31H20O10 552.10564686 
C00006490 22136-74-9 Podocarpusflavone A C31H20O10 552.10564686 
C00006491 67882-11-5 7,7''-Di-O-methylamentoflavone C32H22O10 566.12129692 
C00006492 23624-21-7 Podocarpusflavone B || Putraflavone C32H22O10 566.12129692 
C00006493 34394-13-3 Amentoflavone 4',7''-dimethyl ether || 4',7''-Di-O-methylamentoflavone C32H22O10 566.12129692 
C00006494 548-19-6 Isoginkgetin C32H22O10 566.12129692 
C00006495 34293-14-6 Amentoflavone 7'',4'''-dimethyl ether C32H22O10 566.12129692 
C00006496 61110-42-7 7-O-Methyl-6-C-methylamentoflavone C32H22O10 566.12129692 
C00006497 77053-35-1 5'-Methoxybilobetin C32H22O11 582.11621155 
C00006498 23132-13-0 Heveaflavone C33H24O10 580.13694699 
C00006499 67882-13-7 4',7,7''-Tri-O-methylamentoflavone || 7,4',7''-Tri-O-methylamentoflavone C33H24O10 580.13694699 
C00006500 481-45-8 Kayaflavone C33H24O10 580.13694699 
C00006502 107392-32-5 Olivieriflavone C35H28O10 608.16824712 
C00006503 3778-26-5 Dioonflavone C36H30O10 622.18389718 
C00006504 93078-98-9 Amentoflavone 7,4'''-di-O-glucoside C42H38O20 862.19564366 
C00006505 93078-97-8 Amentoflavone 4',4'''-di-O-glucoside C42H38O20 862.19564366 
C00006506 93078-96-7 Amentoflavone 7,4',4'''-tri-O-glucoside C48H48O25 1024.24846709 
C00006507 145701-10-6 Pyranoamentoflavone C35H24O10 604.13694699 
C00006508 34340-51-7 2,3-Dihydroamentoflavone C30H20O10 540.10564686 
C00006509 122475-58-5 2,3-Dihydro-5'-hydroxyamentoflavone C30H20O11 556.10056148 
C00006511 126794-76-1 7-O-Methyl-2,3-dihydroamentoflavone C31H22O10 554.12129692 
C00006512 34293-17-9 2,3-Dihydroamentoflavone 7'',4'''-dimethyl ether C32H24O10 568.13694699 
C00006513 34421-19-7 2,3-Dihydrosciadopitysin C33H26O10 582.15259705 
C00006514 110382-42-8 Podocarpusflavanone C33H26O10 582.15259705 
C00006515 106577-42-8 2'',3''-Dihydroamentoflavone C30H20O10 540.10564686 
C00006516 72149-91-8 Tetrahydroamentoflavone C30H22O10 542.12129692 
C00006517 97640-93-2 Biflavanone C C30H22O8 510.13146768 
C00006522 99339-73-8 7''-O-Methyltetrahydroamentoflavone C31H24O10 556.13694699 
C00006526 156250-62-3 Hypnumbiflavonoid A C30H22O12 574.11112617 
C00006534 20931-36-6 Neocryptomerin C31H20O10 552.10564686 
C00006535 20931-58-2 Isocryptomerin C31H20O10 552.10564686 
C00006536 22012-97-1 Cryptomerin A C31H20O10 552.10564686 
C00006537 20931-35-5 Chamaecyparin C32H22O10 566.12129692 
C00006538 22012-98-2 Cryptomerin B C32H22O10 566.12129692 
C00006539 34292-87-0 2,3-Dihydrohinokiflavone C30H20O10 540.10564686 
C00006540 168029-93-4 2'',3''-Dihydroisocryptomerin C31H22O10 554.12129692 
C00006541 521-50-6 Lanaroflavone C30H18O10 538.0899968 
C00006549 133740-28-0 Lophirone H C30H24O8 512.14711774 
C00006550 34029-16-8 Zeyherin C30H22O11 558.11621155 
C00006551 118045-66-2 Calodenin B C30H20O9 524.11073224 
C00006552 117458-39-6 trans-2,3-Dihydro orange pigment C30H22O9 526.1263823 
C00006553 113201-66-4 Calodenin A C30H22O9 526.1263823 
C00006554 123442-42-2 Lophirone C C30H22O8 510.13146768 
C00006555 156162-02-6 Lophirone K C30H22O9 526.1263823 
