org_id	org_name	org_tax_level	org_tax_id	subspecies_tax_id	subspecies_name	species_tax_id	species_name	genus_tax_id	genus_name	family_tax_id	family_name	kingdom_tax_id	kingdom_name	superkingdom_tax_id	superkingdom_name
NPO32176	Streptomyces dsm 3813	Species	NA	NA	NA	NA	Streptomyces DSM 3813	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO32180	Streptomyces wh26	Species	NA	NA	NA	NA	Streptomyces WH26	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO32181	Streptomyces 4403	Species	NA	NA		NA	Streptomyces 4403	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO32183	Streptomyces eri-cpda-1	Species	NA	NA	NA	NA	Streptomyces ERI-CPDA-1	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO32184	Streptomyces mg	Species	NA	NA	NA	NA	Streptomyces MG	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO32195	Streptomyces ky40-1	Species	NA	NA	NA	NA	Streptomyces KY40-1	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO3220	Aberia caffra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NPO32205	Streptomyces lma-545	Species	NA	NA	NA	NA	Streptomyces LMA-545	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO32206	Streptomyces prh5	Species	NA	NA	NA	NA	Streptomyces PRh5	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO32207	Streptomyces usf-319	Species	NA	NA	NA	NA	Streptomyces USF-319	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO32208	Streptomyces rk-286	Species	NA	NA	NA	NA	Streptomyces RK-286	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO3221	Schkuhria anthemoidea	Species	NA	NA	NA	NA	NA	176578	Schkuhria	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO32212	Streptomyces ntk 937	Species	NA	NA	NA	NA	Streptomyces NTK 937	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO32213	Streptomyces scsio 1934	Species	NA	NA	NA	NA	Streptomyces SCSIO 1934	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO32217	Streptomyces c34	Species	NA	NA	NA	NA	Streptomyces C34	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO32225	Streptomyces np2	Species	NA	NA	NA	NA	Streptomyces NP2	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO32228	Streptomyces a92-308110	Species	NA	NA	NA	NA	Streptomyces A92-308110	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO3223	Aristolochia esperanzae	Species	314110	NA	NA	314110	Aristolochia esperanzae	12947	Aristolochia	16727	Aristolochiaceae	33090	Viridiplantae	2759	Eukaryota
NPO32230	Streptomyces dl-93	Species	NA	NA	NA	NA	Streptomyces DL-93	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO32234	Streptomyces oh-1049	Species	NA	NA	NA	NA	Streptomyces OH-1049	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO32235	Streptomyces act232	Species	NA	NA	NA	NA	Streptomyces ACT232	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO3224	Chloridium virescens	Species	557720	NA	NA	557720	Chloridium virescens	139961	Chloridium	103886	Chaetosphaeriaceae	4751	Fungi	2759	Eukaryota
NPO32241	Streptomyces sa-2289	Species	NA	NA	NA	NA	Streptomyces SA-2289	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO32244	Streptomyces ferm p-11563	Species	NA	NA	NA	NA	Streptomyces FERM P-11563	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO32245	Streptomyces 04dh110	Species	NA	NA		NA	Streptomyces 04DH110	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO32249	Streptomyces wk-142	Species	NA	NA	NA	NA	Streptomyces WK-142	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO3225	Streptomyces garyphalus	Species	235466	NA	NA	235466	Streptomyces garyphalus	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO3225.1	Streptomyces garyphalus n. sp.	Subspecies	NA	NA	Streptomyces garyphalus n. sp.	235466	Streptomyces garyphalus	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO32250	Streptomyces hc34	Species	NA	NA	NA	NA	Streptomyces HC34	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO32252	Streptomyces yim65141	Species	NA	NA	NA	NA	Streptomyces YIM65141	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO3226	Polytrichum pollidisetum	Species	NA	NA	NA	NA	NA	3212	Polytrichum	3211	Polytrichaceae	33090	Viridiplantae	2759	Eukaryota
NPO32262	Streptomyces yim66017	Species	NA	NA	NA	NA	Streptomyces YIM66017	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO32263	Streptomyces scsio 02999	Species	NA	NA	NA	NA	Streptomyces SCSIO 02999	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO32269	Streptomyces scsgaa0009	Species	NA	NA	NA	NA	Streptomyces SCSGAA0009	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO3227	Androsace umbellata	Species	265254	NA	NA	265254	Androsace umbellata	85163	Androsace	4335	Primulaceae	33090	Viridiplantae	2759	Eukaryota
NPO32270	Streptomyces neau-d50	Species	NA	NA	NA	NA	Streptomyces neau-D50	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO32273	Streptomyces ak 671	Species	NA	NA	NA	NA	Streptomyces AK 671	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO3228	Athrixia arachnoidea	Species	988333	NA	NA	988333	Athrixia arachnoidea	112340	Athrixia	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO32285	Streptomyces atcc 53770 (ma 6548)	Species	NA	NA	NA	NA	Streptomyces ATCC 53770 (MA 6548)	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO32287	Streptomyces kccm 11116p	Species	NA	NA	NA	NA	Streptomyces KCCM 11116P	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO3229.1	Abies sachalinensis var. gracilis	Varieties	590040	590040	abies sachalinensis var. gracilis	78264	Abies sachalinensis	3319	Abies	3318	Pinaceae	33090	Viridiplantae	2759	Eukaryota
NPO32292	Streptomyces scsio 10428	Species	NA	NA	NA	NA	Streptomyces SCSIO 10428	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO32293	Streptomyces yim 56130	Species	NA	NA	NA	NA	Streptomyces YIM 56130	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO32294	Streptomyces mk730-62f2	Species	NA	NA	NA	NA	Streptomyces MK730-62F2	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO32297	Streptomyces cn48+	Species	NA	NA	NA	NA	Streptomyces CN48+	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO323	Trachelanthus hissaricus	Species	1421766	NA	NA	1421766	Trachelanthus hissaricus	1288265	Trachelanthus	21571	Boraginaceae	33090	Viridiplantae	2759	Eukaryota
NPO3230	Clitocybe truncicola	Species	596295	NA	NA	596295	Clitocybe truncicola	50966	Clitocybe	5351	Tricholomataceae	4751	Fungi	2759	Eukaryota
NPO32302	Streptomyces kh614	Species	NA	NA	NA	NA	Streptomyces KH614	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO32305	Streptomyces cnq343	Species	NA	NA	NA	NA	Streptomyces CNQ343	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO3231	Myrmekioderma dendyi	Species	NA	NA	NA	NA	NA	237137	Myrmekioderma	942713	Heteroxyidae	33208	Metazoa	2759	Eukaryota
NPO32311	Streptomyces atcc 31215	Species	NA	NA	NA	NA	Streptomyces ATCC 31215	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO32312	Streptomyces daufpe 3060	Species	NA	NA	NA	NA	Streptomyces DAUFPE 3060	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO32318	Streptomyces vitbrk2	Species	NA	NA	NA	NA	Streptomyces VITBRK2	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO32322	Streptomyces sf2080	Species	NA	NA	NA	NA	Streptomyces SF2080	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO32325	Streptomyces cnq-329	Species	NA	NA	NA	NA	Streptomyces CNQ-329	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO32329	Streptomyces chq-64	Species	NA	NA	NA	NA	Streptomyces CHQ-64	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO3233	Pentzia albida	Species	NA	NA	NA	NA	NA	99090	Pentzia	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO32333	Streptomyces fx-58	Species	NA	NA	NA	NA	Streptomyces FX-58	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO32340	Streptomyces 04dh11	Species	NA	NA		NA	Streptomyces 04DH11	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO32346	Streptomyces cns-575	Species	NA	NA	NA	NA	Streptomyces CNS-575	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO3235	Sticta colensoi	Species	NA	NA	NA	NA	NA	137528	Sticta	129109	Lobariaceae	4751	Fungi	2759	Eukaryota
NPO32351	Streptomyces oa-6129	Species	NA	NA	NA	NA	Streptomyces OA-6129	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO32358	Streptomyces smc72	Species	NA	NA	NA	NA	Streptomyces SMC72	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO3236	Hypericum beanii	Species	268979	NA	NA	268979	Hypericum beanii	55962	Hypericum	629714	Hypericaceae	33090	Viridiplantae	2759	Eukaryota
NPO32361	Streptomyces 517-02	Species	NA	NA		NA	Streptomyces 517-02	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO32368	Streptomyces kctc 11604bp	Species	NA	NA	NA	NA	Streptomyces KCTC 11604BP	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO3237	Mytilus edulis	Species	6550	NA	NA	6550	Mytilus edulis	6548	Mytilus	6547	Mytilidae	33208	Metazoa	2759	Eukaryota
NPO32371	Streptomyces tn17	Species	NA	NA	NA	NA	Streptomyces TN17	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO32377	Streptomyces wc76599	Species	NA	NA	NA	NA	Streptomyces WC76599	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO32380	Streptomyces sa-8	Species	NA	NA	NA	NA	Streptomyces SA-8	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO32383	Streptomyces gt110507	Species	NA	NA	NA	NA	Streptomyces GT110507	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO32386	Streptomyces yim 10049	Species	NA	NA	NA	NA	Streptomyces YIM 10049	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO32387	Streptomyces dsm 11641	Species	NA	NA	NA	NA	Streptomyces DSM 11641	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO32393	Streptomyces spa-8893	Species	NA	NA	NA	NA	Streptomyces SPA-8893	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO32395	Streptomyces yim56132	Species	NA	NA	NA	NA	Streptomyces YIM56132	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO32397	Streptomyces atcc 21431	Species	NA	NA	NA	NA	Streptomyces ATCC 21431	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO324	Dianella nigra	Species	217991	NA	NA	217991	Dianella nigra	13484	Dianella	51383	Asphodelaceae	33090	Viridiplantae	2759	Eukaryota
NPO3240.1	Streptomyces violaceoruber 2416	Subspecies	NA	NA	Streptomyces violaceoruber 2416	1935	Streptomyces violaceoruber	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO3240.3	Streptomyces violaceoruber sank 95570	Subspecies	NA	NA	Streptomyces violaceoruber SANK 95570	1935	Streptomyces violaceoruber	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO32402	Streptomyces ac113	Species	NA	NA	NA	NA	Streptomyces AC113	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO32403	Streptomyces bcc24731	Species	NA	NA	NA	NA	Streptomyces BCC24731	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO32404	Streptomyces sp080513ge-26	Species	NA	NA	NA	NA	Streptomyces Sp080513GE-26	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO32410	Streptomyces dgc1	Species	NA	NA	NA	NA	Streptomyces DGC1	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO32412	Streptomyces yim66403	Species	NA	NA	NA	NA	Streptomyces YIM66403	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO32417	Streptomyces nr 9gg8	Species	NA	NA	NA	NA	Streptomyces NR 9GG8	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO32422	Streptomyces sank 61196	Species	NA	NA	NA	NA	Streptomyces SANK 61196	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO32423	Streptomyces cs684	Species	NA	NA	NA	NA	Streptomyces CS684	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO32424	Streptomyces mi689-sf6	Species	NA	NA	NA	NA	Streptomyces MI689-SF6	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO32425	Streptomyces tu6239	Species	NA	NA	NA	NA	Streptomyces Tu6239	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO3243.1	Streptomyces kebangsaanensis nov.	Species	864058	NA		864058	Streptomyces kebangsaanensis	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO32431	Streptomyces jp95	Species	NA	NA	NA	NA	Streptomyces JP95	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO32432	Streptomyces e-212	Species	NA	NA	NA	NA	Streptomyces E-212	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO3244	Ascidia ahodori	Species	223366	NA	NA	223366	Ascidia ahodori	30275	Ascidia	30274	Ascidiidae	33208	Metazoa	2759	Eukaryota
NPO32440	cacospongia sp.	Species	NA			NA	NA	121496	Cacospongia	121495	Thorectidae	33208	Metazoa	2759	Eukaryota
NPO32441	delphinium sp.	Species	NA			NA	NA	46246	Delphinium	3440	Ranunculaceae	33090	Viridiplantae	2759	Eukaryota
NPO32442	jungermannia fauriana	Species	NA			NA	NA	3202	Jungermannia	3201	Jungermanniaceae	33090	Viridiplantae	2759	Eukaryota
NPO32443	garcinia nujiangensis	Species	NA			NA	NA	58227	Garcinia	55961	Clusiaceae	33090	Viridiplantae	2759	Eukaryota
NPO32444	sarcuajmos saetavensis	Species	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NPO32445	cassia spectabilis	Species	NA			NA	NA	53851	Cassia	3803	Fabaceae	33090	Viridiplantae	2759	Eukaryota
NPO32446	calophyllum panciflorum	Species	NA			NA	NA	73121	Calophyllum	703253	Calophyllaceae	33090	Viridiplantae	2759	Eukaryota
NPO32447	euphorbia ledienii	Species	1281364			1281364	Euphorbia ledienii	3990	Euphorbia	3977	Euphorbiaceae	33090	Viridiplantae	2759	Eukaryota
NPO32448	phormidium sp.	Species	1199			1199	Phormidium sp.	1198	Phormidium	1892254	Oscillatoriaceae	NA	NA	2	Bacteria
NPO32449	eleaocarpus chinensis	Species	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NPO3245	Clavariopsis aquatica	Species	253306	NA	NA	253306	Clavariopsis aquatica	253305	Clavariopsis	42310	Halosphaeriaceae	4751	Fungi	2759	Eukaryota
NPO32450	Archangium violaceum	Species	83451			83451	Archangium violaceum	47	Archangium	39	Archangiaceae	NA	NA	2	Bacteria
NPO32451	elaeodendron sp.	Species	NA			NA	NA	123414	Elaeodendron	4305	Celastraceae	33090	Viridiplantae	2759	Eukaryota
NPO32452	Eutypella sp.	Under-species	1715228			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NPO32453	Streptomyces sp. TC1	Species	1340895			1340895	Streptomyces sp. TC1	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO32454	monanchora sp.	Species	NA	NA	NA	NA	NA	283434	Monanchora	283433	Crambeidae	33208	Metazoa	2759	Eukaryota
NPO32455	pertrosia sp.	Species	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NPO32456	gardenia urvillei	Species	NA			NA	NA	43486	Gardenia	24966	Rubiaceae	33090	Viridiplantae	2759	Eukaryota
NPO32457	Aspergillus nidulans	Under-species	162425		aspergillus nidulans ma-143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NPO32458	schweinfurthia papilionacea	Species	299788			299788	Schweinfurthia papilionacea	105922	Schweinfurthia	156152	Plantaginaceae	33090	Viridiplantae	2759	Eukaryota
NPO32459	casearia balansae	Species	NA			NA	NA	112816	Casearia	3688	Salicaceae	33090	Viridiplantae	2759	Eukaryota
NPO32460	gentianella azurea	Species	137100			137100	Gentianella azurea	49959	Gentianella	21472	Gentianaceae	33090	Viridiplantae	2759	Eukaryota
NPO32461	Dictyodendrilla	Genus	1162781			NA	NA	1162781	Dictyodendrilla	283990	Dictyodendrillidae	33208	Metazoa	2759	Eukaryota
NPO32462	lycopodium serratum	Species	NA			NA	NA	3251	Lycopodium	3250	Lycopodiaceae	33090	Viridiplantae	2759	Eukaryota
NPO32462.1	Huperzia serrata	Under-species	355589		lycopodium serratum var. serratum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NPO32463	vidalia obtusaloba	Species	NA			NA	NA	472887	Vidalia	7211	Tephritidae	33208	Metazoa	2759	Eukaryota
NPO32464	dysoxylum binecteriferum	Species	NA			NA	NA	155633	Dysoxylum	43707	Meliaceae	33090	Viridiplantae	2759	Eukaryota
NPO32465	combretum inflatum	Species	NA			NA	NA	99434	Combretum	3954	Combretaceae	33090	Viridiplantae	2759	Eukaryota
NPO32466	leontodon hispidus	Species	58660			58660	Leontodon hispidus	58659	Leontodon	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO32467	zyzzya fuliginosus	Species	NA			NA	NA	561730	Zyzzya	NA	NA	33208	Metazoa	2759	Eukaryota
NPO32468	tripolium vulgare	Species	587543			587543	Tripolium vulgare	587542	Tripolium	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO32469	Cytophaga sp.	Under-species	29535		cytophaga sp. strain am13.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NPO3247	Orchis fusca	Species	NA	NA	NA	NA	NA	59331	Orchis	4747	Orchidaceae	33090	Viridiplantae	2759	Eukaryota
NPO32470	octocorallia sp.	Species	NA			NA	NA	6132	Octocorallia	NA	NA	33208	Metazoa	2759	Eukaryota
NPO32471	Aspergillus sp.	Species	5065			5065	Aspergillus sp.	5052	Aspergillus	1131492	Aspergillaceae	4751	Fungi	2759	Eukaryota
NPO32472	raspailia sp.	Species	NA			NA	NA	436703	Raspailia	261678	Raspailiidae	33208	Metazoa	2759	Eukaryota
NPO32473	scytonema	Genus	1203			NA	NA	1203	Scytonema	1182	Scytonemataceae	NA	NA	2	Bacteria
NPO32474	vitex vestita	Species	548854			548854	Vitex vestita	54476	Vitex	4136	Lamiaceae	33090	Viridiplantae	2759	Eukaryota
NPO32475	actinomycete sp.	Species	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NPO32476	aplysinella strongylata	Species	NA			NA	NA	283412	Aplysinella	283410	Aplysinellidae	33208	Metazoa	2759	Eukaryota
NPO32477	Streptomyces sp.	Under-species	1931		streptomyces sp. strain hki0708	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NPO32478	trichoderma gamsii	Species	398673			398673	Trichoderma gamsii	5543	Trichoderma	5129	Hypocreaceae	4751	Fungi	2759	Eukaryota
NPO32479	gleophyllum lucidum	Species	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NPO3248	Hemiechinus dauuricus	Species	NA	NA	NA	NA	NA	30578	Hemiechinus	9363	Erinaceidae	33208	Metazoa	2759	Eukaryota
NPO32480	pachyclavularia violacea	Species	NA	NA	NA	NA	NA	153218	Pachyclavularia	86519	Clavulariidae	33208	Metazoa	2759	Eukaryota
NPO32481	Penicillium copticola	Under-species	1131579		penicillium copticola psu-rspg138	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NPO32482	Aspergillus sp.	Under-species	5065		aspergillus sp. psu-rspg185	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NPO32483	plagiochila fruticosa	Species	261373			261373	Plagiochila fruticosa	53018	Plagiochila	53016	Plagiochilaceae	33090	Viridiplantae	2759	Eukaryota
NPO32484	phellinus baumii	Species	NA			NA	NA	40470	Phellinus	40424	Hymenochaetaceae	4751	Fungi	2759	Eukaryota
NPO32485	cunuria spruceana	Species	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NPO32486	preussia sp.	Species	1715257			1715257	Preussia sp.	265084	Preussia	55176	Sporormiaceae	4751	Fungi	2759	Eukaryota
NPO32487	leptadenia pyrotechnica	Species	1185349			1185349	Leptadenia pyrotechnica	156240	Leptadenia	4056	Apocynaceae	33090	Viridiplantae	2759	Eukaryota
NPO32489	Taxus	Genus	25628			NA	NA	25628	Taxus	25623	Taxaceae	33090	Viridiplantae	2759	Eukaryota
NPO32490	geotrichum sp.	Species	1907943			1907943	Geotrichum sp.	43987	Geotrichum	34353	Dipodascaceae	4751	Fungi	2759	Eukaryota
NPO32491	rumex plants	NA	NA			NA	NA	3618	Rumex	3615	Polygonaceae	33090	Viridiplantae	2759	Eukaryota
NPO32492	penicillium notatum	Species	NA			NA	NA	5073	Penicillium	1131492	Aspergillaceae	4751	Fungi	2759	Eukaryota
NPO32493	euonymus lutchuensis	Species	NA			NA	NA	4306	Euonymus	4305	Celastraceae	33090	Viridiplantae	2759	Eukaryota
NPO32494	cedrelopsis microfoliata	Species	NA			NA	NA	864330	Cedrelopsis	23513	Rutaceae	33090	Viridiplantae	2759	Eukaryota
NPO32495	tabernaemontana calcarea	Species	761054			761054	Tabernaemontana calcarea	52860	Tabernaemontana	4056	Apocynaceae	33090	Viridiplantae	2759	Eukaryota
NPO32496	streptomyces annulatus	Species	NA			NA	NA	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO32497	xenia puerto-galerae	Species	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NPO32498	Mitrephora maingayi	Species	235764			235764	Mitrephora maingayi	235759	Mitrephora	22140	Annonaceae	33090	Viridiplantae	2759	Eukaryota
NPO32499	lenzites betulina	Species	NA			NA	NA	5631	Lenzites	83233	Coriolaceae	4751	Fungi	2759	Eukaryota
NPO3250	Uvaria leptocladon	Species	673191	NA	NA	673191	Uvaria leptocladon	174969	Uvaria	22140	Annonaceae	33090	Viridiplantae	2759	Eukaryota
NPO32500	anisoptera sp.	Species	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NPO32501	Duranta erecta	Species	167917			167917	Duranta erecta	167916	Duranta	21910	Verbenaceae	33090	Viridiplantae	2759	Eukaryota
NPO32503	heisteria acuminata	Species	681446			681446	Heisteria acuminata	39197	Heisteria	441548	Erythropalaceae	33090	Viridiplantae	2759	Eukaryota
NPO32505	Clonostachys sp.	Under-species	1756104		bionectria sp. msx 47401	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NPO32506	Vatica oblongifolia	Species	552703			552703	Vatica oblongifolia	64579	Vatica	40588	Dipterocarpaceae	33090	Viridiplantae	2759	Eukaryota
NPO32507	odyendyea gabonensis	Species	459133			459133	Odyendyea gabonensis	459132	Odyendyea	23808	Simaroubaceae	33090	Viridiplantae	2759	Eukaryota
NPO32508	plexaura sp.	Species	NA			NA	NA	47981	Plexaura	44191	Plexauridae	33208	Metazoa	2759	Eukaryota
NPO32509	Leucetta chagosensis	Species	185688			185688	Leucetta chagosensis	81545	Leucetta	81544	Leucettidae	33208	Metazoa	2759	Eukaryota
NPO3251	Jacobaea maritima	Species	252537	NA	NA	252537	Jacobaea maritima	405757	Jacobaea	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO32510	rhazya stricta	Species	396313			396313	Rhazya stricta	141608	Rhazya	4056	Apocynaceae	33090	Viridiplantae	2759	Eukaryota
NPO32511	Penicillium chrysogenum	Under-species	5076		penicillium chrysogenum hdn11-24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NPO32512	polyalthia cerasoides	Species	NA			NA	NA	105756	Polyalthia	22140	Annonaceae	33090	Viridiplantae	2759	Eukaryota
NPO32513	Penicillium citrinum	Under-species	5077		penicillium citrinum b-57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NPO32514	Cordyceps sp.	Under-species	1755423		cordyceps sp. strains bcc 16176	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NPO32515	Cordyceps sp.	Under-species	1755423		cordyceps sp. strains bcc 16173	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NPO32516	ficus auriculata	Species	100541			100541	Ficus auriculata	3493	Ficus	3487	Moraceae	33090	Viridiplantae	2759	Eukaryota
NPO32517	paecilomyces farinosus	Species	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NPO32518	japanese brown alga	Species	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NPO32519	alternaria raphani	Species	NA			NA	NA	5598	Alternaria	28556	Pleosporaceae	4751	Fungi	2759	Eukaryota
NPO32520	reniera fulva	Species	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NPO32521	micrococcus sp.	Species	1271			1271	Micrococcus sp.	1269	Micrococcus	1268	Micrococcaceae	NA	NA	2	Bacteria
NPO32522	desmos rostrata	Species	NA			NA	NA	984609	Desmos	22140	Annonaceae	33090	Viridiplantae	2759	Eukaryota
NPO32523	solanum violaceum	Species	329803			329803	Solanum violaceum	4107	Solanum	4070	Solanaceae	33090	Viridiplantae	2759	Eukaryota
NPO32524	latrunculid sponges	Species	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NPO32526	lineariifolia turcz	Species	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NPO32527	piper guanacastensis	Species	NA			NA	NA	13215	Piper	16739	Piperaceae	33090	Viridiplantae	2759	Eukaryota
