Triticum aestivum, 123187330, phenylalanine ammonia-lyase-like  [EC], ['EC:4.3.1.24'], KO:K10775
Triticum aestivum, 123041590, peroxidase 43-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 100136988, peroxidase 12  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123055352, peroxidase 31-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123055354, cationic peroxidase SPC4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123055355, cationic peroxidase SPC4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123055356, peroxidase 66-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123055358, peroxidase 66-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123055645, peroxidase 70-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123055691, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123072695, cationic peroxidase SPC4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123072701, cationic peroxidase SPC4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123091507, peroxidase 4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123091508, peroxidase 4-like isoform X1  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123091674, peroxidase 5-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123091943, peroxidase 57-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123092280, peroxidase 2-like isoform X1  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123107524, peroxidase 40-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123107866, peroxidase 57-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123107869, peroxidase 57-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123107870, peroxidase 57-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123107872, peroxidase 50-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123107972, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123125258, peroxidase 40-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123125416, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123125583, peroxidase 57-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123125584, peroxidase 57-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123125585, peroxidase 57-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123125588, peroxidase 50-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123125706, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123127034, peroxidase 5-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123143956, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123162022, peroxidase 5-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123162197, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123162363, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 100415852, peroxidase 3  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123162576, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123162590, peroxidase 5-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123162759, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123162898, peroxidase 55-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123163019, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123184598, peroxidase 21-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123184599, peroxidase 21-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123184726, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123184731, peroxidase-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123184735, peroxidase  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123184736, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123184739, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123184741, peroxidase 70-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123184894, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123184898, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123184901, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123184902, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123184903, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123184906, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123184911, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123184912, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123184913, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123184917, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123042028, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123042115, peroxidase 64-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123042395, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123042538, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123042893, cationic peroxidase SPC4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123042901, peroxidase 12-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123042902, peroxidase 12-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123042903, peroxidase 12-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123042908, peroxidase 12-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123042909, cationic peroxidase SPC4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123042911, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123042913, peroxidase 31-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123042914, cationic peroxidase SPC4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123042915, peroxidase 66-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123043009, peroxidase 47-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123058065, peroxidase 25-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123074248, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123074288, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123074312, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123074809, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123074811, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123075045, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123075188, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123075190, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123075191, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123075192, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123092858, peroxidase A2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123108376, peroxidase 5-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123108550, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123108552, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123108553, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123108554, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123108555, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123108556, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123108557, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123108558, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123110643, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123164003, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123164075, peroxidase 4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123185217, peroxidase 7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123185487, peroxidase 72-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123185674, peroxidase 43-like isoform X1  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123186045, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123186125, peroxidase 64-like  [EC], ['EC:1.11.1.7'], KO:K00430
