a 	b 
Prunus persica	5,6:5',8'-Diepoxy-5,5',6,8'-tetrahydro-beta,beta-caroten-3-ol
Prunus persica	6-n-Pentyl-alpha-pyrone
Prunus persica	Acaciabiuronic acid
Prunus persica	Afzelechin
Prunus persica	Amygdalin
Prunus persica	Amygdalinic acid
Prunus persica	Catechin
Prunus persica	Cryptochrome
Prunus persica	Cryptoflavin
Prunus persica	Cryptoxanthin diepoxide
Prunus persica	Cryptoxanthin epoxide
Prunus persica	Gibberellin A1
Prunus persica	Gibberellin A118
Prunus persica	Gibberellin A119
Prunus persica	Gibberellin A121
Prunus persica	Gibberellin A122
Prunus persica	Gibberellin A126
Prunus persica	Gibberellin A19
Prunus persica	Gibberellin A3
Prunus persica	Gibberellin A30
Prunus persica	Gibberellin A32
Prunus persica	Gibberellin A44
Prunus persica	Gibberellin A63
Prunus persica	Gibberellin A68
Prunus persica	Gibberellin A69
Prunus persica	Gibberellin A70
Prunus persica	Gibberellin A8
Prunus persica	Gibberellin A86
Prunus persica	Gibberellin A87
Prunus persica	Gibberellin A95
Prunus persica	Gibberellin A97
Prunus persica	Hesperetin
Prunus persica	Hesperetin 5-O-glucoside
Prunus persica	Kaempferol
Prunus persica	Multifloein B
Prunus persica	Multiflorin A
Prunus persica	Multinoside A
Prunus persica	Mutatoxanthin
Prunus persica	Naringenin
Prunus persica	Naringenin 7-O-beta-D-glucoside
Prunus persica	Neoxanthin
Prunus persica	PIb
Prunus persica	Persicaside
Prunus persica	Persicogenin
Prunus persica	Persiconin
Prunus persica	Prunasin
Prunus persica	Pyrocatechin
Prunus persica	Quinic acid
Prunus persica	Trifolin
Prunus persica	dihydrokaempferol
Prunus persica	ent-Epiafzelechin-(2alpha->7,4alpha->8)-afzelechin
Prunus persica	ent-Epiafzelechin-(2alpha->7,4alpha->8)-catechin
Prunus persica	gamma-Undecalactone
Prunus persica L.	Gibberellin A120
Prunus persica L.	Gibberellin A61
Prunus persica L.	Gibberellin A9
Quercus suber	3-Friedelanone
Quercus suber	Isoprene
Quercus suber	Kaempferol 3-(2'',3''-diacetyl-4''-(Z)-p-coumaryl-6''-(E)-p-coumarylglucoside)
Quercus suber	Kaempferol 3-(2''-p-coumarylglucoside)
Quercus suber	Kaempferol 3-(3'',4''-diacetyl-2'',6''-di-(E)-p-coumarylglucoside)
Quercus suber	Kaempferol 3-(4''-acetyl-6''-p-coumarylglucoside)
Quercus suber	Tiliroside
Ricinus communis	(S)-2,3-Epoxysqualene
Ricinus communis	9,10-Dihydroxystearic acid
Ricinus communis	Casbene
Ricinus communis	Corilagin
Ricinus communis	Cycloartenol
Ricinus communis	Glyoxalic acid
Ricinus communis	Indoleacetic acid
Ricinus communis	Kaempferol 3-(6''-acetylglucosyl)-(1->3)-galactoside
Ricinus communis	Kaempferol 3-xyloside
Ricinus communis	Lupeol
Ricinus communis	Methyl indole-3-acetate
Ricinus communis	Naringenin 7-(2-p-Coumaroylglucoside)
Ricinus communis	Nicotiflorin
Ricinus communis	Phaseolin
Ricinus communis	Pimelic acid
Ricinus communis	Quercetin
Ricinus communis	Quercetin-3-O-glucoside
Ricinus communis	Reynoutrin
Ricinus communis	Ricinine
Ricinus communis	Ricinoleic acid
Ricinus communis	Ricinolein
Ricinus communis	Sebacic acid
Ricinus communis	Suberic acid
Ricinus communis	ent-CPP
Selaginella moellendorffii	Amentoflavone
Selaginella moellendorffii	Ginkgetin
Sesamum indicum	(+)-Piperitol
Sesamum indicum	(+)-Sesamin
Sesamum indicum	(+)-Sesaminol triglucoside
Sesamum indicum	(+)-Sesamolin
Sesamum indicum	2,3-Epoxysesamone
Sesamum indicum	2-Geranyl-1,4-naphthoquinone
Sesamum indicum	6-Hydroxyluteolin 6-methyl ether
Sesamum indicum	Agmatine
Sesamum indicum	Anthrasesamone A
Sesamum indicum	Anthrasesamone B
Sesamum indicum	Anthrasesamone D
Sesamum indicum	Anthrasesamone E
Sesamum indicum	Anthrasesamone F
Sesamum indicum	Campneoside I
Sesamum indicum	Gentisic acid
Sesamum indicum	L-Citrulline
Sesamum indicum	N-Carbamoylputrescine
Sesamum indicum	Oleic acid
Sesamum indicum	Pedalitin 6-O-beta-glucopyranoside
Sesamum indicum	Pinoresinol
Sesamum indicum	Saminol
Sesamum indicum	Sesamol
Sesamum indicum	Sesamolinol
Sesamum indicum	Sesamose
Setaria italica	3,6,7-Trihydroxy-4'-methoxyflavone 7-rhamnoside
Setaria italica	8-Hydroxyluteolin 8,3'-dimethyl ether 7-glucoside
Setaria italica	9,19-Cyclocholesta-7,20-diene-3,14,26-triol
Setaria italica	Adonivernith
Setaria italica	Flavocannabiside
Setaria italica	Orientin 2''-O-xyloside-6''-ferulate
Setaria italica	Scoparin 2''-O-glucoside
Setaria italica	Scoparin 2''-O-xyloside
Setaria italica	Setaricin
Setaria italica	Setarin
Solanum lycopersicum	(+)-Aromadendrene
Solanum lycopersicum	(+)-alpha-Pinene
Solanum lycopersicum	(-)-beta-Pinene
Solanum lycopersicum	(E)-beta-Ocimene
Solanum lycopersicum	(E,E)-4,8,12-Trimethyl-1,3,7,11-tridecatetraene
Solanum lycopersicum	(S)-2,3-Epoxysqualene
Solanum lycopersicum	(Z)-3-Hexenal
Solanum lycopersicum	1',2'-Epoxy-1',2'-dihydro-beta,psi-carotene
Solanum lycopersicum	1',2'-Epoxy-1',2'-dihydro-epsilon,psi-carotene
Solanum lycopersicum	1,2-Epoxy-1,2,7,7',8,8'-hexahydro-psi,psi-carotene
Solanum lycopersicum	2-Carene
Solanum lycopersicum	22,26-Dihydroxycholesterol
Solanum lycopersicum	22-Hydroxycholesterol
Solanum lycopersicum	23R-Acetoxytomatine
Solanum lycopersicum	24-Epiteasterone
Solanum lycopersicum	24-Epityphasterol
Solanum lycopersicum	25-Hydroxyvitamin D3
Solanum lycopersicum	26-Amino-furostanol
Solanum lycopersicum	3-Methylbutyric acid
Solanum lycopersicum	3-O-Caffeoylquinic acid
Solanum lycopersicum	3-Octanol
Solanum lycopersicum	5-Hydroxyindole-3-acetic acid
Solanum lycopersicum	5-Hydroxytryptamine
Solanum lycopersicum	5-Methoxytryptamine
Solanum lycopersicum	6'-Apo-psi,psi-carotenal
Solanum lycopersicum	6-Deoxo-28-nortyphasterol
Solanum lycopersicum	9-Ribosyl-trans-zeatin
Solanum lycopersicum	Abscisic acid
Solanum lycopersicum	Apo-8'-lycopenal
Solanum lycopersicum	Aristolene
Solanum lycopersicum	Benzeneacetaldehyde
Solanum lycopersicum	Bergaptan
Solanum lycopersicum	Caffeic acid
Solanum lycopersicum	Chaconine
Solanum lycopersicum	Cholesterol
Solanum lycopersicum	Copaene
Solanum lycopersicum	Cryptochlorogenic acid
Solanum lycopersicum	Decanal
Solanum lycopersicum	Decane
Solanum lycopersicum	Dehydrotomatine
Solanum lycopersicum	Dihydrozeatin
Solanum lycopersicum	Esculeoside A
Solanum lycopersicum	Falcarindiol
Solanum lycopersicum	Furostanol-26-aldehyde
Solanum lycopersicum	Germacrene D
Solanum lycopersicum	Gibberellin A29
Solanum lycopersicum	Gibberellin A34
Solanum lycopersicum	Gibberellin A4
Solanum lycopersicum	Gibberellin A51
Solanum lycopersicum	Gibberellin A53
Solanum lycopersicum	Gibberellin A81
Solanum lycopersicum	Gibberellin A97
Solanum lycopersicum	Hentriacontane
Solanum lycopersicum	Hydroxytomatine
Solanum lycopersicum	Indole-3-acetonitrile
Solanum lycopersicum	Indole-3-acetyl-L-aspartic acid
Solanum lycopersicum	Indoleacetic acid
Solanum lycopersicum	Indolepyruvate
Solanum lycopersicum	Isoledene
Solanum lycopersicum	Kaempferol
Solanum lycopersicum	Limonene oxide
Solanum lycopersicum	Lycopene
Solanum lycopersicum	Lycopene 1,2-epoxide
Solanum lycopersicum	Lycoperodine 1
Solanum lycopersicum	Lycoperoside B
Solanum lycopersicum	Lycoperoside C
Solanum lycopersicum	Lycoperoside F
Solanum lycopersicum	Lycoperoside G
Solanum lycopersicum	Lycoperoside H
Solanum lycopersicum	Lycoxanthin
Solanum lycopersicum	Melatonin
Solanum lycopersicum	Methyl indole-3-acetate
Solanum lycopersicum	Methyl salicylate
Solanum lycopersicum	Mutatochrome
Solanum lycopersicum	N,N'-Bis(4-hydroxy-3-methoxycinnamoyl)-1,4-butanediamine
Solanum lycopersicum	N-Malonyltryptophan
Solanum lycopersicum	N6-(delta2-Isopentenyl)adenine
Solanum lycopersicum	N6-Benzyladenine
Solanum lycopersicum	Naringenin 7-O-beta-D-glucoside
Solanum lycopersicum	Naringenin chalcone
Solanum lycopersicum	Neochlorogenic acid
Solanum lycopersicum	Nerolidol
Solanum lycopersicum	Nonanal
Solanum lycopersicum	Obtusifoliol
Solanum lycopersicum	Petanin
Solanum lycopersicum	Phytoene 1,2-epoxide
Solanum lycopersicum	Progesterone
Solanum lycopersicum	Quercitrin
Solanum lycopersicum	Quinic acid
Solanum lycopersicum	Rutin
Solanum lycopersicum	Soladulcidine
Solanum lycopersicum	Solasodine
Solanum lycopersicum	Spermidine
Solanum lycopersicum	Sucrose
Solanum lycopersicum	Sucrose 6-phosphate
Solanum lycopersicum	Tomatidenol
Solanum lycopersicum	Tomatidine
Solanum lycopersicum	Tomatidine galactoside
Solanum lycopersicum	Tomatine
Solanum lycopersicum	Trigonelline
Solanum lycopersicum	Tryptamine
Solanum lycopersicum	Vitamin D3
Solanum lycopersicum	alpha-Carotene
Solanum lycopersicum	alpha-Caryophyllene (obsol.)
Solanum lycopersicum	alpha-Gurjunene
Solanum lycopersicum	alpha-Muurolene
Solanum lycopersicum	alpha-Phellandrene
Solanum lycopersicum	alpha-Solanine
Solanum lycopersicum	alpha-Terpinene
Solanum lycopersicum	alpha-Terpinolene
Solanum lycopersicum	alpha-Tomatine
Solanum lycopersicum	beta-Amyrin
Solanum lycopersicum	beta-Caryophyllene
Solanum lycopersicum	beta-Elemene
Solanum lycopersicum	beta-Phellendrene
Solanum lycopersicum	beta-Pinene
Solanum lycopersicum	beta1-Tomatine
Solanum lycopersicum	beta2-Tomatine
Solanum lycopersicum	delta-Cadinene
Solanum lycopersicum	delta-Elemene
Solanum lycopersicum	delta-Selinene
Solanum lycopersicum	delta-Tomatine
Solanum lycopersicum	gamma-Carotene
Solanum lycopersicum	gamma-Elemene
Solanum lycopersicum	gamma-Tomatine
Solanum lycopersicum	psi,psi-Carotene-16,16'-diol
Solanum lycopersicum	trans-2-Phenylcyclopropane-1-carboxylic acid
Solanum lycopersicum	trans-Zeatin
Solanum lycopersicum Mill.	(2E)-2-Hexanal
Solanum lycopersicum Mill.	1,3-Dimethylbenzene
Solanum lycopersicum Mill.	1,5-Heptadien-3-yne
Solanum lycopersicum Mill.	1-Pentanol
Solanum lycopersicum Mill.	2-Pentylfuran
Solanum lycopersicum Mill.	3-Methyl-1-pentanol
Solanum lycopersicum Mill.	6-Methyl-1-heptene
Solanum lycopersicum Mill.	Benzaldehyde
Solanum lycopersicum Mill.	Cyclohexylmethane
Solanum lycopersicum Mill.	Decanal
Solanum lycopersicum Mill.	Dodecane
Solanum lycopersicum Mill.	Hexanal
Solanum lycopersicum Mill.	Nonanal
Solanum lycopersicum Mill.	Nonane
Solanum lycopersicum Mill.	Octanal
Solanum lycopersicum Mill.	Octane
Solanum lycopersicum Mill.	cis-3-Hexen-1-ol
Solanum lycopersicum Mill.	n-Butanol
Solanum lycopersicum Mill.	n-Tetradecane
Solanum lycopersicum Mill.	pent-1-en-3-one
Solanum lycopersicum Mill.	trans-2,4-hexadienal
Solanum lycopersicum var.Tangella	Phytoene
Solanum lycopersicum var.	Prolycopene
Solanum lycopersicum L.	D-Galactose
Solanum lycopersicum L.	Dopamine
Solanum lycopersicum L.	Erythritol
Solanum lycopersicum L.	Fructose
Solanum lycopersicum L.	Fucose
Solanum lycopersicum L.	Glycine
Solanum lycopersicum L.	Inositol
Solanum lycopersicum L.	Maltose
Solanum lycopersicum L.	Putrescine
Solanum lycopersicum L.	Ribose
Solanum lycopersicum L.	Trehalose
Solanum lycopersicum L.	Tyramine
Solanum lycopersicum var.cerasiforme	Esculeoside A
Solanum lycopersicum var.cerasiforme	Esculeoside B
Solanum lycopersicum var.cerasiforme	Esculeoside C
Solanum lycopersicum var.cerasiforme	Esculeoside D
Solanum lycopersicum var.cerasiforme	L-Phenylalanine
Solanum lycopersicum var.cerasiforme	Lycoperoside G
Solanum lycopersicum Miller	23R-Acetoxytomatine
Solanum lycopersicum Miller	Lycoperoside B
Solanum lycopersicum Miller	Lycoperoside C
Solanum lycopersicum Miller	gamma-Tomatine
Solanum lycopersicum Momotaro	Esculeoside A
Solanum lycopersicum Italian San Marzano	Esculeoside B
Solanum lycopersicum MILL.	Isoesculeogenin A
Solanum lycopersicum MILL.	Lycoperoside F
Solanum lycopersicum cv.Moneymaker	Deoxy phytoprostane J1
Solanum pennellii	3-O-Caffeoylquinic acid
Solanum pennellii	Caffeic acid
Solanum pennellii	Cryptochlorogenic acid
Solanum pennellii	Quercetin 3,7-dimethyl ether
Solanum pennellii	Quercetin 7,3',4'-trimethyl ether
Solanum pennellii	Quinic acid
Solanum tuberosum	(+-)-Grossamide
Solanum tuberosum	(-)-Phytuberin
Solanum tuberosum	1(10),11-Spirovetivadien-2-one
Solanum tuberosum	1,14-Bis(dihydrocaffeoyl)spermine
Solanum tuberosum	1-Docosanol
Solanum tuberosum	1-Hexadecanol
Solanum tuberosum	2,3-Dihydroxypropyl hexadecanoate
Solanum tuberosum	2,3-Dihydroxypropyl octadecanoate
Solanum tuberosum	2-Carboxyarabinitol 1-phosphate
Solanum tuberosum	2-Hydroxydecanedioic acid
Solanum tuberosum	24-Ethylidenelophenol
Solanum tuberosum	25-Hydroxyvitamin D3
Solanum tuberosum	3-hydroxyechinenone
Solanum tuberosum	3beta-Allosolanidan-3-ol
Solanum tuberosum	4-Hydroxy-3-methoxybenzaldehyde
Solanum tuberosum	4-Methylbenzoic acid
Solanum tuberosum	4-Oxo-5-(2-pentenyl)-2-cyclopentene-1-hexanoic acid
Solanum tuberosum	4-hydroxybenzoic acid
Solanum tuberosum	8-O-4/8-5-Cyclic dehydrotriferuloyltyramine
Solanum tuberosum	9-Ribosyl-cis-zeatin
Solanum tuberosum	Antheraxanthin
Solanum tuberosum	Arachidic acid
Solanum tuberosum	Ascorbic acid
Solanum tuberosum	Azelaic acid
Solanum tuberosum	Barogenin
Solanum tuberosum	Butyl methyl ketone
Solanum tuberosum	Caffeic acid
Solanum tuberosum	Calystegin A3
Solanum tuberosum	Calystegin B2
Solanum tuberosum	Canthaxanthin
Solanum tuberosum	Chaconine
Solanum tuberosum	Cholesterol
Solanum tuberosum	Cinnamic acid
Solanum tuberosum	Colneleic acid
Solanum tuberosum	Colnelenic acid
Solanum tuberosum	Coumaric acid
Solanum tuberosum	Cryptochlorogenic acid
Solanum tuberosum	Cyananin
Solanum tuberosum	Cycloartenol
Solanum tuberosum	D-Glyceric acid
Solanum tuberosum	D-Mannose
Solanum tuberosum	Dodecan-1-ol
Solanum tuberosum	E-beta-carotene
Solanum tuberosum	Eicosan-1-ol
Solanum tuberosum	Ethyl 4-ethoxybenzoate
Solanum tuberosum	Ferulic acid
Solanum tuberosum	Ferulic acid amide
Solanum tuberosum	Feruloylputrescine
Solanum tuberosum	GABA
Solanum tuberosum	Ginnone
Solanum tuberosum	Gluconic acid
Solanum tuberosum	Glycerol-3-phosphate
Solanum tuberosum	Heneicosane
Solanum tuberosum	Hentriacontan-16-one
Solanum tuberosum	Hentriacontan-8-one
Solanum tuberosum	Heptacosan-1-ol
Solanum tuberosum	Heptacosane
Solanum tuberosum	Heptadecanoic acid
Solanum tuberosum	Hexacosan-1-ol
Solanum tuberosum	Hexacosanoic acid
Solanum tuberosum	Immunogen
Solanum tuberosum	Indole-3-butyric acid
Solanum tuberosum	Inositol
Solanum tuberosum	Itaconic acid
Solanum tuberosum	Jasmonic acid
Solanum tuberosum	Kaempferol 3-sophoroside-7-rhamnoside
Solanum tuberosum	Kaempferol 3-sophorotrioside-7-rhamnoside
Solanum tuberosum	Lauric acid
Solanum tuberosum	Linoleic acid
Solanum tuberosum	Linolenic acid
Solanum tuberosum	Lophenol
Solanum tuberosum	Lubimin
Solanum tuberosum	Lutein
Solanum tuberosum	Malvidin 3-O-(6-O-(4-O-feruloyl-alpha-rhamnopyranosyl)-beta-glucopyranoside)-5-beta-glucopyranoside
Solanum tuberosum	Mesaconic acid
Solanum tuberosum	Methyl caffeate
Solanum tuberosum	Methylprotodioscin
Solanum tuberosum	N-Caffeoylputrescine
Solanum tuberosum	N-Dihydrocaffeoylputrescine
Solanum tuberosum	N-Feruloyltyramine
Solanum tuberosum	N-cis-Feruloyloctopamine
Solanum tuberosum	N-trans-feruloyltyramine
Solanum tuberosum	N1,N4,N12-tris(dihydrocaffeoyl)spermine
Solanum tuberosum	Naringin
Solanum tuberosum	Neochlorogenic acid
Solanum tuberosum	Neoxanthin
Solanum tuberosum	Nonacosan-1-ol
Solanum tuberosum	Nonacosan-8-one
Solanum tuberosum	Nonacosane
Solanum tuberosum	Octacosan-1-ol
Solanum tuberosum	Octacosanoic acid
Solanum tuberosum	Octadecan-1-ol
Solanum tuberosum	Octadecanoic acid
Solanum tuberosum	Oleic acid
Solanum tuberosum	Palmitelaidic acid
Solanum tuberosum	Palmitic acid
Solanum tuberosum	Pelargonic acid
Solanum tuberosum	Pentadecanoic acid
Solanum tuberosum	Peonanin
Solanum tuberosum	Peonidin 3-caffeylrutinoside-5-glucoside
Solanum tuberosum	Petanin
Solanum tuberosum	Petunidin 3-(4'''-p-coumarylrutinoside)
Solanum tuberosum	Petunidin 3-O-[6-O-(4-O-(4-O-(beta-D-glucopyranosyl)-feruloyl)-alpha-L-rhamnopyranosyl)-beta-D-glucopyranoside]- 5-O-[beta-D-glucopyranoside]
Solanum tuberosum	Petunidin 3-O-[6-O-(4-O-(E)-caffeoyl-O-alpha-rhamnopyranosyl)-beta-glucopyranoside]-5-O-beta-glucopyranoside
Solanum tuberosum	Phytoene
Solanum tuberosum	Progesterone
Solanum tuberosum	Propane-1-thiol
Solanum tuberosum	Propane-2-thiol
Solanum tuberosum	Protodioscin
Solanum tuberosum	Quercetin 3-(2G-glucosylrutinoside)
Solanum tuberosum	Quinic acid
Solanum tuberosum	Ribitol
Solanum tuberosum	Rishitin
Solanum tuberosum	Rishitinol
Solanum tuberosum	Shikimic acid
Solanum tuberosum	Sinapic acid
Solanum tuberosum	Soladulcidine
Solanum tuberosum	Solanidine
Solanum tuberosum	Solasodine
Solanum tuberosum	Solavetivone
Solanum tuberosum	Stigmasterol
Solanum tuberosum	Sucrose
Solanum tuberosum	Tetracosanol
Solanum tuberosum	Tetradecanoic acid
Solanum tuberosum	Triacontanoic acid
Solanum tuberosum	Triacontanol
Solanum tuberosum	Tricosanoic acid
Solanum tuberosum	Tritriacontan-10-one
Solanum tuberosum	Tritriacontan-12-one
Solanum tuberosum	Tritriacontan-14-one
Solanum tuberosum	Tritriacontan-16-one
Solanum tuberosum	Tritriacontan-8-one
Solanum tuberosum	Tryptamine
Solanum tuberosum	Tuberonic acid
Solanum tuberosum	Tuberonic acid glucoside
Solanum tuberosum	Tuberonone
Solanum tuberosum	Tuberosin
Solanum tuberosum	Tyramine
Solanum tuberosum	Umbelliferone
Solanum tuberosum	Vanillic acid
Solanum tuberosum	Vanillin
Solanum tuberosum	Violaxnathin
Solanum tuberosum	Vitamin D3
Solanum tuberosum	Zeaxanthin
Solanum tuberosum	alpha-Solanine
Solanum tuberosum	beta-Chaconine
Solanum tuberosum	beta-Cryptoxanthin
Solanum tuberosum	beta-Echinenone
Solanum tuberosum	beta-Elemene
Solanum tuberosum	beta-Solanine
Solanum tuberosum	beta1-Solanine
Solanum tuberosum	beta2-Chaconine
Solanum tuberosum	cis-Zeatin 9-glucoside
Solanum tuberosum	cis-beta-Carotene
Solanum tuberosum	gamma-Chaconine
Solanum tuberosum	gamma-Solanine
Solanum tuberosum	n-Pentacosane
Solanum tuberosum	n-Tridecane
Solanum tuberosum	p-Coumaric acid
Solanum tuberosum subsp. Andigena	Catechin
Solanum tuberosum subsp. Andigena	Delphinidin
Solanum tuberosum subsp. Andigena	Epicatechin
Solanum tuberosum subsp. Andigena	Malvidin
Solanum tuberosum subsp. Andigena	Pelargonidin
Solanum tuberosum subsp. Andigena	Peonidin
Solanum tuberosum L.	24-Methylenelophenol
Solanum tuberosum L.	3-O-Caffeoylquinic acid
Solanum tuberosum L.	Dopamine
Solanum tuberosum L.	Noradrenaline
Solanum tuberosum L.	Normetanephrine
Solanum tuberosum L.	Quercetin-3-O-glucoside
Solanum tuberosum L.	Rutin
Solanum tuberosum L.	beta-Sitosterol
Solanum andigena x Solanum tuberosum	Pelargonidin 3-(4'''-feruloylrutinoside)-5-glucoside
Solanum andigena x Solanum tuberosum	Pelargonidin 3-(4'''-p-coumarylrutinoside)-5-glucoside
ASolanum tuberosum	1,14-Bis(dihydrocaffeoyl)spermine
Sorghum bicolor	(E)-Piceid
Sorghum bicolor	4-Hydroxy-benzeneacetonitrile
Sorghum bicolor	4-Hydroxybenzaldehyde
Sorghum bicolor	Apigeninidin
Sorghum bicolor	Apigeninidin 5-(5''-caffeylarabinoside)
Sorghum bicolor	Cinnamoyl-CoA
Sorghum bicolor	Dhurrin
Sorghum bicolor	Gibberellin A19
Sorghum bicolor	Gibberellin A20
Sorghum bicolor	L-Tyrosine
Sorghum bicolor	Malonyl-CoA
Sorghum bicolor	Sorghumol
Sorghum bicolor	Sorgolactone
Sorghum bicolor	Sorgoleone
Sorghum bicolor	Sorgomol
Sorghum bicolor	Sucrose
Sorghum bicolor	Syringic acid
Sorghum bicolor	p-Coumaroyl CoA
Sorghum bicolor	p-Hydroxymandelonitrile
Spinacia oleracea	2-Decarboxybetanin
Spinacia oleracea	4,5-seco-DOPA
Spinacia oleracea	5,3',4'-Trihydroxy-3-methoxy-6,7-methylenedioxyflavone
Spinacia oleracea	5,3',4'-Trihydroxy-3-methoxy-6,7-methylenedioxyflavone 4'-glucuronide
Spinacia oleracea	5,4'-Dihydrox-3-methoxy-6,7-methylenedioxyflavone 4'-glucuronide
Spinacia oleracea	5,4'-Dihydroxy-3,3'-dimethoxy-6,7-methylenedioxyflavone
Spinacia oleracea	5,4'-Dihydroxy-3,3'-dimethoxy-6,7-methylenedioxyflavone 4'-glucuronide
Spinacia oleracea	5,8,4'-Trihydroxyflavanone
Spinacia oleracea	6-Hydroxymethyllumazine
Spinacia oleracea	Achyranthoside E
Spinacia oleracea	Adrenaline
Spinacia oleracea	Ascorbic acid
Spinacia oleracea	Betalamic acid
Spinacia oleracea	Betanidin
Spinacia oleracea	Betanin
Spinacia oleracea	Cochliophilin A
Spinacia oleracea	Coumestrol
Spinacia oleracea	Cyclo-DOPA
Spinacia oleracea	Cycro-DOPA-5-glucoside
Spinacia oleracea	D-Glyceric acid
Spinacia oleracea	Dihydroxyphenylalanine
Spinacia oleracea	Dopamine
Spinacia oleracea	Dopaquinone
Spinacia oleracea	Ferulic acid
Spinacia oleracea	Folic acid
Spinacia oleracea	GABA
Spinacia oleracea	Galactinol
Spinacia oleracea	Gibberellin A1
Spinacia oleracea	Gibberellin A110
Spinacia oleracea	Gibberellin A12
Spinacia oleracea	Gibberellin A15
Spinacia oleracea	Gibberellin A17
Spinacia oleracea	Gibberellin A19
Spinacia oleracea	Gibberellin A20
Spinacia oleracea	Gibberellin A24
Spinacia oleracea	Gibberellin A25
Spinacia oleracea	Gibberellin A29
Spinacia oleracea	Gibberellin A34
Spinacia oleracea	Gibberellin A4
Spinacia oleracea	Gibberellin A44
Spinacia oleracea	Gibberellin A5
Spinacia oleracea	Gibberellin A51
Spinacia oleracea	Gibberellin A53
Spinacia oleracea	Gibberellin A60
Spinacia oleracea	Gibberellin A7
Spinacia oleracea	Gibberellin A8
Spinacia oleracea	Gibberellin A9
Spinacia oleracea	Gibberellin A97
Spinacia oleracea	Gibberellin A98
Spinacia oleracea	Gibberellin A99
Spinacia oleracea	Histamine
Spinacia oleracea	Hv-NCC-1
Spinacia oleracea	Inositol
Spinacia oleracea	Isobetanin
Spinacia oleracea	Isorhamnetin 3-sophoroside-7-glucoside
Spinacia oleracea	Jaceidin 4'-glucuronide
Spinacia oleracea	L-Homocysteine
Spinacia oleracea	Mono-trans-p-coumaroylmesotartaric acid
Spinacia oleracea	N-Acetylhistamine
Spinacia oleracea	Noradrenaline
Spinacia oleracea	Oleragenoside
Spinacia oleracea	Oxalic acid
Spinacia oleracea	Patuletin
Spinacia oleracea	Patuletin 3-(2''-feruloylglucosyl)-(1->6)-[apiosyl-(1->2)-glucoside]
Spinacia oleracea	Patuletin 3-gentiobioside
Spinacia oleracea	Patuletin 3-glucosyl-(1->6)[apiosyl-(1->2)-glucoside]
Spinacia oleracea	Phytol
Spinacia oleracea	Plastoquinone 15
Spinacia oleracea	So-NCC-1
Spinacia oleracea	So-NCC-3
Spinacia oleracea	Spinacetin
Spinacia oleracea	Spinacetin 3-(2''-apiosylgentiobioside)
Spinacia oleracea	Spinacetin 3-gentiobioside
Spinacia oleracea	Spinacoside D
Spinacia oleracea	Spinasaponin A
Spinacia oleracea	Spinasterol
Spinacia oleracea	Spinatoside
Spinacia oleracea	Sucrose 6-phosphate
Spinacia oleracea	Tyramine
Spinacia oleracea	Wharangin
Spinacia oleracea	alpha-Tocopherol
Spinacia oleracea	alpha-Tocopherolquinone
Spinacia oleracea	alpha-Tocopherylquinone
Spinacia oleracea	beta-Tocopherol
Spinacia oleracea	beta-Tocopheryl quinone
Spinacia oleracea	gamma-Tocopherol
Theobroma cacao L.	Apigenin
Theobroma cacao L.	Catechin
Theobroma cacao L.	Chrysoeriol 7-O-beta-D-glucopyranoside
Theobroma cacao L.	Cosmosiin
Theobroma cacao L.	Cynaroside
Theobroma cacao L.	Guaijaverin
Theobroma cacao L.	Isoorientin
Theobroma cacao L.	Isovitexin
Theobroma cacao L.	Luteolin
Theobroma cacao L.	Naringenin
Theobroma cacao L.	Naringenin 7-O-beta-D-glucoside
Theobroma cacao L.	Orientin
Theobroma cacao L.	Proanthocyanidin A1
Theobroma cacao L.	Protocatechuic acid
Theobroma cacao L.	Quercetin-3-O-glucoside
Theobroma cacao L.	Quercetin-3-beta-galactoside
Theobroma cacao L.	Theophylline
Theobroma cacao L.	Vitexin
Theobroma cacao L.	bis-8,8'-Catechinylmethane
Theobroma cacao	(-)-Salsolinol
Theobroma cacao	3-Methylxanthine
Theobroma cacao	3-O-Caffeoylquinic acid
Theobroma cacao	3-O-L-Arabinopyranosyl-ent-epicatechin-(2alpha->7,4alpha->8)-epicatechin
Theobroma cacao	3-O-beta-D-Galactopyranosyl-ent-epicatechin-(2alpha->7,4alpha->8)-epicatechin
Theobroma cacao	7-Methyl-XMP
Theobroma cacao	7-Methylxanthine
Theobroma cacao	7-Methylxanthosine
Theobroma cacao	AMP
Theobroma cacao	Adenine
Theobroma cacao	Caffeine
Theobroma cacao	Cinnamtannin A1
Theobroma cacao	Cyanidin 3-arabinoside
Theobroma cacao	Dihydroxyphenylalanine
Theobroma cacao	Dopamine
Theobroma cacao	Epicatechin
Theobroma cacao	Epicatechin 8-C-beta-D-galactoside
Theobroma cacao	IMP
Theobroma cacao	Idaein
Theobroma cacao	N-trans-Caffeoyldopamine
Theobroma cacao	N-trans-p-Coumaroyltyrosine
Theobroma cacao	Noradrenaline
Theobroma cacao	Paraxanthine
Theobroma cacao	Proanthocyanidin A7
Theobroma cacao	Procyanidin B1
Theobroma cacao	Procyanidin B2
Theobroma cacao	Procyanidin B4
Theobroma cacao	Procyanidin B5
Theobroma cacao	Procyanidin C1
Theobroma cacao	Theobromine
Theobroma cacao	Tyramine
Theobroma cacao	Xanthosine
